NZ-resident traveller arrivals by closest overseas port (Monthly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Adelaide,Apia,Beijing,Bangkok,Brisbane,Bandar Seri Begawan,Guangzhou,Cairns,Denpasar,Buenos Aires,Hong Kong,Honolulu,Niue,Osaka,Kuala Lumpur,Los Angeles,Melbourne,Nadi,Nagoya,Norfolk Island,Noumea,Tokyo,Coolangatta,Perth,Papeete,Rarotonga,Santiago,Seoul,San Francisco,Shanghai,Singapore,Suva,Sydney,Tonga,Taipei,Port Vila,Vancouver,TOTAL ALL CLOSEST OVERSEAS PORTS
2024M12,940,5135,1857,0,23246,0,4791,0,1771,0,4789,2036,343,0,2718,3457,29462,13519,0,109,34,3058,10819,2773,535,6449,1061,1895,1979,2827,9676,0,36559,2335,593,343,1125,187948
2025M01,1414,11260,4049,0,35154,0,12537,0,3164,0,11863,3292,575,0,6461,8735,47225,18846,0,149,70,8421,17211,4530,1005,9350,1844,4033,5065,6384,23454,0,49132,4029,1478,305,4498,330259
2025M02,805,5068,3858,0,21473,0,9937,0,1733,0,8608,1578,211,0,4975,3218,28919,10720,0,108,25,5421,8119,2722,352,5701,1379,2131,1734,5809,14135,0,36655,1774,1074,255,2077,207264
2025M03,1564,4658,1550,0,20940,0,4259,70,1631,0,6425,1632,434,0,4387,4442,36637,11095,0,139,41,4146,8704,3638,399,6090,1421,1806,2947,3460,14501,0,40471,1664,712,251,1839,205035
2025M04,1523,4798,1777,0,30893,0,4114,1226,4953,0,6864,2525,492,0,4628,4240,33929,17298,0,132,111,5225,15228,4749,932,8572,1595,1310,1825,4930,15955,0,44473,1707,1039,304,1351,244843
2025M05,1285,4817,1645,0,31994,0,4067,1407,5150,0,5863,2385,726,0,3968,4479,29713,18322,0,0,84,4870,12553,4346,684,9549,1477,1341,2843,5326,16890,0,42208,1946,733,236,1858,238993
2025M06,1154,5687,1736,0,29548,0,3904,1847,6670,0,6022,2058,778,0,3570,3548,29575,22636,0,2,128,4246,13766,3890,865,10828,1215,1149,3025,5506,17832,0,43796,2239,731,495,2622,250098
2025M07,1200,7412,1597,0,38208,0,3946,3790,9623,0,8058,2509,869,0,5040,7063,33508,28960,0,0,238,4391,20744,3921,1858,12936,1616,1779,4582,5930,22921,0,51670,3443,652,649,4513,321946
2025M08,1032,6712,1336,0,30791,0,2855,3305,8547,0,4679,1972,889,0,3837,4110,27732,25795,0,0,153,1972,16230,4063,842,13200,1478,905,3120,3941,18464,13,42700,2385,467,445,4123,258375
2025M09,1086,6573,1159,0,34007,0,3144,3321,7105,0,6182,2599,880,0,4057,5155,30061,24845,0,0,186,3918,20232,4478,1118,12875,1380,1370,3363,4618,19174,2,46363,2427,513,420,3675,280727
2025M10,1811,6335,1769,0,39298,0,4596,2394,6726,0,7772,2279,876,0,4685,6160,39385,23189,0,0,198,6378,20440,6152,786,12378,2152,1620,3495,6460,20613,0,53488,2799,776,439,3183,316064
2025M11,2531,3936,1533,0,30410,0,5000,449,2729,0,6089,1276,562,0,4853,4004,39337,16422,0,2,315,4056,13841,4966,684,9522,1372,1814,2334,5589,15883,0,47339,2108,772,485,1132,247179
2025M12,1966,4899,1072,0,25892,0,6551,330,1740,82,5182,1797,469,0,3993,3077,33186,13210,0,0,197,3102,13064,3499,511,7298,1275,1210,1719,3531,10051,0,39014,2224,714,480,1393,205066
Table information:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Number, Magnitude = Units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbols:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.. figure not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C: Confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E: Early Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P: Provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R: Revised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S: Suppressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status flags are not displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table reference: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITM461AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last updated:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 February 2026 10:45am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Statistics New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact: Information Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telephone: 0508 525 525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email:info@stats.govt.nz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
